,image_link,group_id,entity_name,entity_value
30001,https://m.media-amazon.com/images/I/71w9Y6ZeeXL.jpg,267482,item_weight,3.7 pound
30002,https://m.media-amazon.com/images/I/718XyYmqqJL.jpg,267482,item_weight,3.7 pound
30003,https://m.media-amazon.com/images/I/81VkRJxWEIL.jpg,489118,item_weight,100.0 gram
30004,https://m.media-amazon.com/images/I/814jX9pSJwL.jpg,489118,item_weight,100.0 gram
30005,https://m.media-amazon.com/images/I/71pEoHrUesL.jpg,489118,item_weight,100.0 gram
30006,https://m.media-amazon.com/images/I/61zSGD+X2aL.jpg,630869,item_weight,24.8 gram
30007,https://m.media-amazon.com/images/I/611xamV8NLL.jpg,299791,item_weight,27.0 gram
30008,https://m.media-amazon.com/images/I/61DiOFO1RBL.jpg,558374,item_weight,175.0 gram
30009,https://m.media-amazon.com/images/I/61bdhyOMG0L.jpg,523149,item_weight,0.9 gram
30010,https://m.media-amazon.com/images/I/71NeBifukxL.jpg,709627,item_weight,2.0 gram
30011,https://m.media-amazon.com/images/I/51yyO+OGMzL.jpg,375816,item_weight,11.0 gram
30012,https://m.media-amazon.com/images/I/91YTLUL7YGL.jpg,449021,item_weight,16.0 ounce
30013,https://m.media-amazon.com/images/I/710D8ZbgDZL.jpg,318770,wattage,66.0 watt
30014,https://m.media-amazon.com/images/I/71fcPCqiTTS.jpg,386873,item_weight,5.0 gram
30015,https://m.media-amazon.com/images/I/61qqc0IuajL.jpg,810266,item_weight,330.0 gram
30016,https://m.media-amazon.com/images/I/61oSCLieaZL.jpg,767202,item_weight,4.0 gram
30017,https://m.media-amazon.com/images/I/71Gr3vWFVIL.jpg,226504,item_weight,14.3 kilogram
30018,https://m.media-amazon.com/images/I/71ZdCmNsTUL.jpg,281678,item_weight,250 gram
30019,https://m.media-amazon.com/images/I/71WsI81w7BL.jpg,281678,item_weight,250 gram
30020,https://m.media-amazon.com/images/I/61kicRvTnOL.jpg,308856,item_weight,20 kilogram
30021,https://m.media-amazon.com/images/I/61LPft2VCbL.jpg,308856,item_weight,20 kilogram
30022,https://m.media-amazon.com/images/I/718whz46LAL.jpg,630869,item_weight,23.0 gram
30023,https://m.media-amazon.com/images/I/51K27TRscNL.jpg,860821,voltage,5.0 volt
30024,https://m.media-amazon.com/images/I/51K27TRscNL.jpg,860821,wattage,0.5 watt
30025,https://m.media-amazon.com/images/I/61djkl3YS4L.jpg,731252,item_weight,24.0 ounce
30026,https://m.media-amazon.com/images/I/61-z3T-DohL.jpg,731252,item_weight,24.0 ounce
30027,https://m.media-amazon.com/images/I/61EM3KI2b5L.jpg,630869,item_weight,26.0 gram
30028,https://m.media-amazon.com/images/I/81AU0CrK6uL.jpg,639090,item_weight,1000 gram
30029,https://m.media-amazon.com/images/I/611p0TTFjOL.jpg,524635,item_weight,31.8 gram
30030,https://m.media-amazon.com/images/I/71KYKTCK-hL.jpg,524635,item_weight,31.8 gram
30031,https://m.media-amazon.com/images/I/61upojgQSoL.jpg,524635,item_weight,5.3 gram
30032,https://m.media-amazon.com/images/I/91L9AtuUJLL.jpg,630869,item_weight,6 gram
30033,https://m.media-amazon.com/images/I/51r-B7VvIJL.jpg,418636,item_weight,10.5 ounce
30034,https://m.media-amazon.com/images/I/81svXVelb5L.jpg,893692,item_weight,1950.0 gram
30035,https://m.media-amazon.com/images/I/816BTmwnfcL.jpg,893692,item_weight,1950.0 gram
30036,https://m.media-amazon.com/images/I/51Z9gdvjENL.jpg,375816,item_weight,2.2 pound
30037,https://m.media-amazon.com/images/I/615YPDUBeVL.jpg,844474,item_weight,0.95 kilogram
30038,https://m.media-amazon.com/images/I/615YPDUBeVL.jpg,589105,height,45.0 centimetre
30039,https://m.media-amazon.com/images/I/61e6wRIhq6L.jpg,483370,item_weight,2022.0 gram
30040,https://m.media-amazon.com/images/I/71xn82rd63L.jpg,483370,item_weight,2022.0 gram
30041,https://m.media-amazon.com/images/I/41RkVqD5pTL.jpg,329793,item_weight,144.0 gram
30042,https://m.media-amazon.com/images/I/71a4zXiImzL.jpg,986984,voltage,12.0 volt
30043,https://m.media-amazon.com/images/I/619TABIinwL.jpg,675317,item_weight,350.0 pound
30044,https://m.media-amazon.com/images/I/61-l8-P8mJL.jpg,299791,item_weight,32.0 gram
30045,https://m.media-amazon.com/images/I/61brw3cLa8L.jpg,916768,item_volume,0.2 cup
30046,https://m.media-amazon.com/images/I/81lC+3aUCGL.jpg,281678,item_volume,200.0 millilitre
30047,https://m.media-amazon.com/images/I/81T3LwBx3-L.jpg,308856,item_weight,900 gram
30048,https://m.media-amazon.com/images/I/81fCqLhXQ0L.jpg,273748,item_weight,325 gram
30049,https://m.media-amazon.com/images/I/71GtiDafhRL.jpg,630390,item_weight,22 pound
30050,https://m.media-amazon.com/images/I/71e1ZTBa0qL.jpg,630390,item_weight,22 pound
30051,https://m.media-amazon.com/images/I/61ix+34gcDL.jpg,630869,item_weight,4.8 gram
30052,https://m.media-amazon.com/images/I/71UXJ7HRTRL.jpg,365637,item_weight,1.6 gram
30053,https://m.media-amazon.com/images/I/51XyvwydRTL.jpg,749917,item_weight,33.0 gram
30054,https://m.media-amazon.com/images/I/91mmkuomVML.jpg,252585,item_volume,2000.0 millilitre
30055,https://m.media-amazon.com/images/I/61xYqxMtKxS.jpg,630869,item_weight,5.2 gram
30056,https://m.media-amazon.com/images/I/81dho2426rL.jpg,281678,item_volume,240.0 millilitre
30057,https://m.media-amazon.com/images/I/61cBg7Psx5L.jpg,557758,item_weight,100.0 gram
30058,https://m.media-amazon.com/images/I/51R7zYmQ47L.jpg,299791,item_weight,9.9 gram
30059,https://m.media-amazon.com/images/I/61GrIspdxEL.jpg,630390,item_weight,500.0 gram
30060,https://m.media-amazon.com/images/I/51DnC1trpZL.jpg,558374,item_weight,225 gram
30061,https://m.media-amazon.com/images/I/51upOfJPGmL.jpg,558374,item_weight,225 gram
30062,https://m.media-amazon.com/images/I/61hYwzBj-XL.jpg,524635,item_weight,300 gram
30063,https://m.media-amazon.com/images/I/61NqzPbMI4L.jpg,524635,item_weight,300 gram
30064,https://m.media-amazon.com/images/I/612lIS-puWL.jpg,524635,item_weight,300 gram
30065,https://m.media-amazon.com/images/I/81eDtXpVBXL.jpg,524635,item_weight,300 gram
30066,https://m.media-amazon.com/images/I/613VmPPl9YL.jpg,524635,item_weight,5.6 gram
30067,https://m.media-amazon.com/images/I/41fmUHMIFnL.jpg,993359,item_weight,200 gram
30068,https://m.media-amazon.com/images/I/61G3OmlVOyL.jpg,299791,item_weight,10.0 gram
30069,https://m.media-amazon.com/images/I/81JeqIwcZNL.jpg,459516,item_weight,100 gram
30070,https://m.media-amazon.com/images/I/71r-kTT3llL.jpg,459516,item_weight,783 milligram
30071,https://m.media-amazon.com/images/I/717vER0vwKL.jpg,917343,item_weight,1.1 kilogram
30072,https://m.media-amazon.com/images/I/61hM1SdYdwL.jpg,916768,item_weight,3.0 pound
30073,https://m.media-amazon.com/images/I/61hM1SdYdwL.jpg,916768,item_volume,25.0 litre
30074,https://m.media-amazon.com/images/I/51EnBaGjckL.jpg,748919,item_weight,510.0 gram
30075,https://m.media-amazon.com/images/I/81Le8QocGQL.jpg,748919,item_weight,567.0 gram
30076,https://m.media-amazon.com/images/I/81cTuatdP0L.jpg,748919,item_weight,567.0 gram
30077,https://m.media-amazon.com/images/I/81FkiPLZW-L.jpg,748919,item_weight,510.0 gram
