,image_link,group_id,entity_name,entity_value
60001,https://m.media-amazon.com/images/I/61thnRFeKPL.jpg,488883,maximum_weight_recommendation,300 kilogram
60002,https://m.media-amazon.com/images/I/615tiFkNAAL.jpg,488883,maximum_weight_recommendation,300 kilogram
60003,https://m.media-amazon.com/images/I/81RDFRfI9pS.jpg,281678,item_weight,24.0 gram
60004,https://m.media-amazon.com/images/I/71Taugso2LS.jpg,281678,item_weight,24.0 gram
60005,https://m.media-amazon.com/images/I/71+dPsYuNHS.jpg,281678,item_weight,1.2 gram
60006,https://m.media-amazon.com/images/I/41gw6KrXSBL.jpg,299791,item_weight,6 gram
60007,https://m.media-amazon.com/images/I/71YodyoRzCL.jpg,459516,item_weight,1500.0 milligram
60008,https://m.media-amazon.com/images/I/815LVhqWfdL.jpg,459516,item_weight,1500.0 milligram
60009,https://m.media-amazon.com/images/I/81h0Ha2WacL.jpg,459516,item_weight,1500.0 milligram
60010,https://m.media-amazon.com/images/I/71cU5n9gsoL.jpg,459516,item_weight,1500.0 milligram
60011,https://m.media-amazon.com/images/I/71I0nxWsm4L.jpg,459516,item_weight,1500.0 milligram
60012,https://m.media-amazon.com/images/I/71qHdXYTCXL.jpg,564709,item_weight,265.0 pound
60013,https://m.media-amazon.com/images/I/71WWzCx5OcL.jpg,486636,item_weight,0.42 pound
60014,https://m.media-amazon.com/images/I/712z0u+AGaL.jpg,884560,item_volume,600.0 millilitre
60015,https://m.media-amazon.com/images/I/71Z6PMI18uL.jpg,746096,voltage,5.0 volt
60016,https://m.media-amazon.com/images/I/51gn24zRvXL.jpg,523149,item_weight,32.6 gram
60017,https://m.media-amazon.com/images/I/61YE-xVoP3L.jpg,752266,voltage,"[85.0, 265.0] volt"
60018,https://m.media-amazon.com/images/I/711jn52MBVL.jpg,523149,item_weight,3.0 ounce
60019,https://m.media-amazon.com/images/I/61yTZ+TPeKL.jpg,675317,item_weight,3.0 ton
60020,https://m.media-amazon.com/images/I/61x3FFc0U7L.jpg,281678,item_weight,100.0 gram
60021,https://m.media-amazon.com/images/I/71uokJMUfKL.jpg,281678,item_weight,100.0 gram
60022,https://m.media-amazon.com/images/I/71Fht--yG3L.jpg,273748,item_weight,1.2 pound
60023,https://m.media-amazon.com/images/I/81Oh2o+HBlL.jpg,844474,item_weight,1.12 pound
60024,https://m.media-amazon.com/images/I/71xGNFOVkuL.jpg,641642,voltage,30.0 volt
60025,https://m.media-amazon.com/images/I/71D6B5jmWrL.jpg,329793,item_weight,90.0 gram
60026,https://m.media-amazon.com/images/I/718dovltFdL.jpg,487566,item_weight,300.0 gram
60027,https://m.media-amazon.com/images/I/71AwmDevqpL.jpg,459516,item_weight,180.0 gram
60028,https://m.media-amazon.com/images/I/81AOSE7FIoL.jpg,237000,item_weight,360.0 gram
60029,https://m.media-amazon.com/images/I/51VcauUZk9L.jpg,297918,item_weight,13.0 gram
60030,https://m.media-amazon.com/images/I/61Vum7awy9L.jpg,767202,item_weight,2420.0 ton
60031,https://m.media-amazon.com/images/I/61PCuq5kHRL.jpg,411423,item_weight,280.0 gram
60032,https://m.media-amazon.com/images/I/718N1hgN5jL.jpg,411423,item_weight,280.0 gram
60033,https://m.media-amazon.com/images/I/718kqUZ-PkL.jpg,411423,item_weight,280.0 gram
60034,https://m.media-amazon.com/images/I/510C3RPoWBL.jpg,523149,item_weight,10.9 gram
60035,https://m.media-amazon.com/images/I/61htbcKWJsL.jpg,731432,item_weight,250.0 gram
60036,https://m.media-amazon.com/images/I/7117Pdha6ZL.jpg,731432,item_weight,250.0 gram
60037,https://m.media-amazon.com/images/I/81nwD1aZQZL.jpg,601746,item_weight,2.7 gram
60038,https://m.media-amazon.com/images/I/71q1dzodYuL.jpg,523149,item_weight,5.9 gram
60039,https://m.media-amazon.com/images/I/8162JkHWHDL.jpg,895549,item_weight,140.0 gram
60040,https://m.media-amazon.com/images/I/81q4wtk00SL.jpg,120219,maximum_weight_recommendation,6.0 ton
60041,https://m.media-amazon.com/images/I/71sZeyzql+L.jpg,983323,wattage,95.0 watt
60042,https://m.media-amazon.com/images/I/71eHBGOoPXL.jpg,983323,wattage,95.0 watt
60043,https://m.media-amazon.com/images/I/61n5fS6BFUL.jpg,941694,item_weight,125.0 gram
60044,https://m.media-amazon.com/images/I/61xYYS-KF7L.jpg,941694,item_weight,125.0 gram
60045,https://m.media-amazon.com/images/I/61Bl2rNXLxL.jpg,140266,voltage,24.0 volt
60046,https://m.media-amazon.com/images/I/61UJEwbVv9L.jpg,140266,voltage,24.0 volt
60047,https://m.media-amazon.com/images/I/610fQq13CvL.jpg,908443,item_weight,100.0 gram
60048,https://m.media-amazon.com/images/I/71+3mV5pU7L.jpg,273748,item_weight,2.0 milligram
60049,https://m.media-amazon.com/images/I/51Un27kQbHL.jpg,550840,item_weight,16.0 gram
60050,https://m.media-amazon.com/images/I/71bND2HBKJL.jpg,641642,voltage,12.0 volt
60051,https://m.media-amazon.com/images/I/61m3KxbeNHL.jpg,934747,item_weight,25.0 gram
60052,https://m.media-amazon.com/images/I/710HLkA6ABL.jpg,442321,item_weight,120.0 kilogram
60053,https://m.media-amazon.com/images/I/71Hyjvh-dYL.jpg,442321,item_weight,120.0 kilogram
60054,https://m.media-amazon.com/images/I/71Qq3GMVQuL.jpg,916768,item_volume,1000.0 millilitre
60055,https://m.media-amazon.com/images/I/4125OFA0-UL.jpg,418636,item_weight,72.0 gram
60056,https://m.media-amazon.com/images/I/61e-8BX2lsL.jpg,418636,item_weight,72.0 gram
60057,https://m.media-amazon.com/images/I/81S8+Ewir9L.jpg,916768,item_volume,430.0 millilitre
60058,https://m.media-amazon.com/images/I/81o0T6VN6GL.jpg,916768,item_volume,600.0 millilitre
60059,https://m.media-amazon.com/images/I/71T1HQE0ELL.jpg,487566,item_weight,2.0 ton
60060,https://m.media-amazon.com/images/I/61FVFPEd5vL.jpg,866516,item_weight,88.0 ounce
60061,https://m.media-amazon.com/images/I/61R9THMK1lL.jpg,654649,item_weight,92355.0 pound
60062,https://m.media-amazon.com/images/I/71MiFtYTilL.jpg,369753,item_volume,"[4.0, 6.0] millilitre"
60063,https://m.media-amazon.com/images/I/71u-SufrZ8L.jpg,375816,item_weight,12.7 ounce
60064,https://m.media-amazon.com/images/I/81z6xRsPAtL.jpg,375816,item_weight,12.7 ounce
60065,https://m.media-amazon.com/images/I/31nrKp+taZL.jpg,375816,item_weight,360 gram
60066,https://m.media-amazon.com/images/I/91P7eW6AMhL.jpg,107694,item_weight,150.0 kilogram
60067,https://m.media-amazon.com/images/I/81rVc7qa2PL.jpg,957185,item_weight,20.0 ounce
60068,https://m.media-amazon.com/images/I/81ptrB4Nw0L.jpg,311997,item_weight,245.0 gram
60069,https://m.media-amazon.com/images/I/71JeCDaV+SL.jpg,459516,item_weight,270.0 gram
60070,https://m.media-amazon.com/images/I/71Lm+LwGSDL.jpg,459516,item_weight,300.0 milligram
60071,https://m.media-amazon.com/images/I/7164Sc9LEjL.jpg,459516,item_weight,270.0 gram
60072,https://m.media-amazon.com/images/I/71Mthmbp7jL.jpg,459516,item_weight,270.0 gram
60073,https://m.media-amazon.com/images/I/71bOFLTZVGL.jpg,459516,item_weight,270.0 gram
60074,https://m.media-amazon.com/images/I/61DzoXC1LbL.jpg,459516,item_weight,270.0 gram
60075,https://m.media-amazon.com/images/I/61wQTiZtajL.jpg,271537,voltage,115.0 volt
60076,https://m.media-amazon.com/images/I/910AU1BbJDL.jpg,120219,maximum_weight_recommendation,42.0 gram
60077,https://m.media-amazon.com/images/I/61xDlyhMqaL.jpg,299791,item_weight,38 gram
60078,https://m.media-amazon.com/images/I/614VlnIxTgL.jpg,281678,item_weight,1 kilogram
60079,https://m.media-amazon.com/images/I/614F5ZpINfL.jpg,524635,item_weight,47 gram
60080,https://m.media-amazon.com/images/I/71HQKFwi4bL.jpg,375816,item_weight,200 gram
60081,https://m.media-amazon.com/images/I/717VLULe1EL.jpg,375816,item_weight,200 gram
60082,https://m.media-amazon.com/images/I/51JxLgJ-lPL.jpg,375816,item_weight,200 gram
60083,https://m.media-amazon.com/images/I/71ORSzwzqKL.jpg,983323,voltage,5.0 volt
60084,https://m.media-amazon.com/images/I/61Yu-dqgHLL.jpg,983323,voltage,5.0 volt
60085,https://m.media-amazon.com/images/I/61diCLJ9VrL.jpg,983323,voltage,12.0 volt
60086,https://m.media-amazon.com/images/I/41f830-dzyL.jpg,523149,item_weight,4.7 gram
60087,https://m.media-amazon.com/images/I/51EnG7eKsqL.jpg,916768,item_volume,792816.0 decilitre
60088,https://m.media-amazon.com/images/I/5114BqQJEbL.jpg,916768,item_volume,792823.0 decilitre
60089,https://m.media-amazon.com/images/I/51+c4JfTOPL.jpg,308856,item_weight,400.0 gram
60090,https://m.media-amazon.com/images/I/81Bg2a7wBXL.jpg,237000,item_weight,370.0 gram
60091,https://m.media-amazon.com/images/I/61nTTvU7dsL.jpg,630390,item_weight,2.2 pound
60092,https://m.media-amazon.com/images/I/61i31j9fibL.jpg,523149,item_weight,1.6 gram
60093,https://m.media-amazon.com/images/I/71znmkwRhRL.jpg,299791,item_weight,159.0 pound
60094,https://m.media-amazon.com/images/I/61V6HxZlKeL.jpg,373285,item_weight,2.0 ounce
60095,https://m.media-amazon.com/images/I/91avnuEc9bL.jpg,373285,item_weight,2.0 ounce
60096,https://m.media-amazon.com/images/I/71HEzvcNxnL.jpg,373285,item_weight,3800.0 milligram
60097,https://m.media-amazon.com/images/I/718vrrEPrrL.jpg,884560,item_volume,0.0 gallon
60098,https://m.media-amazon.com/images/I/51WD00DUXCL.jpg,523149,item_weight,4.8 gram
60099,https://m.media-amazon.com/images/I/61fe8NxgMWL.jpg,801829,maximum_weight_recommendation,330 pound
60100,https://m.media-amazon.com/images/I/61mgEMd0gSL.jpg,299791,item_weight,5.8 gram
60101,https://m.media-amazon.com/images/I/61oRXydxxsL.jpg,299791,item_weight,45 gram
60102,https://m.media-amazon.com/images/I/61ksjsVmT5S.jpg,675317,item_weight,35.0 ton
60103,https://m.media-amazon.com/images/I/61Lt+QtTjlL.jpg,459516,item_weight,1000.0 milligram
60104,https://m.media-amazon.com/images/I/71W+S-ShvgL.jpg,459516,item_weight,1000.0 milligram
60105,https://m.media-amazon.com/images/I/6126nNdYy6L.jpg,459516,item_weight,1000.0 milligram
60106,https://m.media-amazon.com/images/I/61XSbdUr2jL.jpg,630869,item_weight,23.0 gram
60107,https://m.media-amazon.com/images/I/615Ny5e64vL.jpg,299791,item_weight,39.2 gram
60108,https://m.media-amazon.com/images/I/518QnlmbZdL.jpg,630869,item_weight,20.0 gram
60109,https://m.media-amazon.com/images/I/71jAGyXpTmL.jpg,844474,item_weight,1.1 pound
60110,https://m.media-amazon.com/images/I/71XGOzn+q9L.jpg,884560,item_weight,400.0 gram
60111,https://m.media-amazon.com/images/I/51Q4qrlqICL.jpg,752266,wattage,12.0 watt
60112,https://m.media-amazon.com/images/I/61BSjtYqmHL.jpg,704724,item_weight,35.0 pound
60113,https://m.media-amazon.com/images/I/71A+YYsMfwL.jpg,704724,item_weight,35.0 pound
60114,https://m.media-amazon.com/images/I/810WM2T9NTL.jpg,858439,item_weight,234.0 gram
60115,https://m.media-amazon.com/images/I/81JVUzAEnsL.jpg,884560,item_volume,12.2 ounce
60116,https://m.media-amazon.com/images/I/61-GEqOT+kL.jpg,752266,voltage,"[210.0, 240.0] volt"
60117,https://m.media-amazon.com/images/I/51ZimWmLv7L.jpg,459516,item_weight,200.0 gram
60118,https://m.media-amazon.com/images/I/71OkpyGb-rL.jpg,365637,item_weight,266.0 gram
60119,https://m.media-amazon.com/images/I/61yZ3-3hEAS.jpg,449805,item_weight,3.0 kilogram
60120,https://m.media-amazon.com/images/I/81g8WkHnM-L.jpg,375816,item_weight,120.0 gram
60121,https://m.media-amazon.com/images/I/91otrqSmtZL.jpg,281678,item_weight,61.0 gram
60122,https://m.media-amazon.com/images/I/71BS5b0rZBL.jpg,318770,wattage,18.0 watt
60123,https://m.media-amazon.com/images/I/81uAmR-yL-L.jpg,884560,item_weight,14.3 ounce
60124,https://m.media-amazon.com/images/I/81WxHI7k8PL.jpg,884560,item_weight,244.0 gram
60125,https://m.media-amazon.com/images/I/61xyxEyMkTL.jpg,630869,item_weight,80.0 gram
60126,https://m.media-amazon.com/images/I/61MW6PQ9zlL.jpg,916768,item_weight,1160.0 gram
60127,https://m.media-amazon.com/images/I/71Rf3P7odfL.jpg,825239,item_weight,2.0 kilogram
60128,https://m.media-amazon.com/images/I/71TdLwr09CL.jpg,523149,item_weight,13.5 gram
